"","card","reports","age","income","expenditure","owner","selfemp","dependents","majorcards","active","years"
"496",1,0,25,15600,215.8817,0,0,0,1,0,1
"497",1,0,32,40750,22.98667,1,0,1,1,9,8
"498",0,5,25,33000,0,1,0,1,1,23,6
"499",1,0,24,25100,240.38,0,0,0,1,12,1
"500",1,0,28,43750,89.955,1,0,1,0,1,7
"501",1,0,27,23500,126.6508,0,0,1,1,2,2
"502",1,0,21,40000,140.3467,1,0,0,1,4,2
"503",0,2,36,51000,0,1,0,1,1,8,5
"504",1,0,32,30000,294.5592,1,0,2,1,0,1
"505",1,0,29,35000,68.35917,1,0,5,1,12,4
"506",1,0,40,35000,101.4942,1,0,0,1,0,1
"507",1,0,35,55000,1088.739,1,0,4,1,0,1
"508",1,0,52,38000,47.7875,1,0,1,1,5,4
"509",1,0,23,17900,50.02833,0,0,0,1,0,0
"510",1,0,38,51000,344.0067,1,0,3,1,17,10
"511",1,0,46,89400,188.295,1,0,0,1,17,8
"512",1,0,50,71000,245.3517,1,0,2,1,0,1
"513",1,0,32,24000,285.2825,1,0,0,0,8,8
"514",1,1,31,33050,17.58333,0,0,0,1,12,2
"515",1,0,39,65000,1569.677,1,0,4,1,18,10
"516",1,0,40,48100,43.74417,1,0,1,1,9,1
"517",1,0,40,30000,55.76083,1,1,1,1,22,11
"518",1,0,42,27000,97.5125,1,0,2,1,11,2
"519",1,0,39,54000,58.05416,1,1,0,1,17,9
"520",1,0,37,81240,213.1292,1,1,3,1,5,10
"521",1,0,28,30400,95.9975,0,0,0,1,0,1
"522",1,1,30,20800,61.19917,1,0,2,1,11,1
"523",1,0,29,15110,0,0,0,0,1,15,4
"524",0,1,31,30000,0,1,0,2,1,2,4
"525",1,0,30,26000,640.6533,1,0,0,1,4,2
"526",1,0,37,25000,61.73583,1,0,2,0,4,10
"527",1,0,45,35000,34.53167,1,0,1,1,13,3
"528",1,0,25,24000,213.2925,0,0,0,1,10,0
"529",1,0,27,23200,14,0,0,0,1,0,0
"530",1,0,46,25800,164.6433,1,0,2,0,15,10
"531",1,0,28,21000,158.6067,1,0,1,0,11,2
"532",1,0,38,23500,133.9692,0,0,1,1,8,6
"533",1,0,47,28000,0,1,0,1,1,2,7
"534",0,2,52,37000,0,0,0,4,1,6,0
"535",0,0,37,16800,0,1,0,3,0,8,10
"536",0,0,25,26400,0,0,0,0,1,33,2
"537",1,1,28,23000,66.30083,1,0,1,1,14,2
"538",1,2,35,68880,58.50583,1,0,0,1,18,0
"539",0,4,25,40000,0,0,0,0,1,32,3
"540",1,0,28,20000,100.4167,1,0,1,0,8,3
"541",0,0,19,19700,0,0,0,1,1,2,2
"542",1,0,25,30000,25.5075,0,0,2,1,11,0
"543",1,0,26,27500,420.5808,1,0,1,1,11,0
"544",1,0,31,50000,309.91,1,0,2,1,12,1
"545",1,0,34,21000,78.25584,0,0,4,1,0,1
"546",1,0,28,40000,123.2225,1,0,2,1,0,0
"547",1,1,48,30000,79.17583,1,1,0,1,12,15
"548",1,0,37,33000,431.1433,0,0,0,1,0,0
"549",0,3,45,23500,0,0,0,0,1,15,3
"550",0,2,53,21600,0,0,1,0,0,5,6
"551",1,0,28,39000,134.3858,1,0,3,1,6,1
"552",1,0,40,23115,54.96917,0,0,1,1,9,13
"553",1,0,49,17000,0,0,0,1,0,6,1
"554",1,0,40,20000,120.5592,0,0,0,1,4,2
"555",1,0,24,48000,320.4867,0,1,0,1,2,4
"556",1,0,34,30000,1352.488,1,0,0,1,3,6
"557",1,0,21,15600,87.14917,0,0,0,0,5,2
"558",1,0,39,20000,81.265,1,0,2,1,9,17
"559",1,0,24,26000,643.3233,0,0,1,1,11,1
"560",1,0,48,46800,134.9183,1,0,1,1,6,18
"561",1,0,35,40000,860.755,0,1,0,0,6,17
"562",1,0,52,18744,85.97833,1,0,0,1,4,21
"563",1,3,48,31000,463.1517,0,0,0,1,15,2
"564",1,0,26,28000,134.2008,0,0,0,0,3,0
"565",1,0,24,20400,192.7208,0,0,0,1,5,9
"566",1,0,24,21000,562.3592,0,0,0,1,5,2
"567",1,0,22,20000,274.9467,0,0,0,1,7,1
"568",1,0,33,56000,398.0475,1,0,4,1,4,7
"569",1,0,39,30000,124.4758,1,0,1,1,11,7
"570",1,0,22,24000,163.4175,0,0,0,1,0,2
"571",1,0,23,18500,93.31,0,0,0,1,1,0
"572",1,0,24,29000,113.2492,1,0,0,1,3,5
"573",0,0,27,20000,0,0,1,1,1,2,5
"574",1,0,52,18900,37.42916,0,0,0,1,6,20
"575",1,0,20,20000,341.245,0,0,0,1,7,2
"576",1,0,25,16417,508.2908,0,0,0,1,9,2
"577",0,4,23,23400,0,0,0,0,1,6,5
"578",1,0,24,19000,432.3592,0,0,0,1,6,2
"579",1,0,22,15300,46.29167,1,0,0,1,11,2
"580",1,0,22,39946,253.6292,0,0,0,1,2,22
"581",1,0,46,16000,61.7425,0,0,0,1,11,14
"582",1,0,19,18000,125.8917,0,0,0,1,0,0
"583",1,1,30,37000,1836.976,0,0,0,1,7,2
"584",1,0,29,21000,15.58333,0,0,0,1,5,2
"585",1,0,27,20000,51.75,0,0,1,1,1,0
"586",0,1,45,26000,0,1,0,0,1,1,4
"587",1,0,27,26750,77.28667,1,0,0,1,0,11
"588",0,1,30,41600,0,1,1,2,1,15,3
"589",1,0,25,21000,240.4842,0,0,1,1,5,2
"590",1,0,28,24000,67.39833,0,0,1,1,4,2
"591",1,0,39,31200,69.27333,1,1,2,1,5,6
"592",1,0,31,30000,172.5717,1,0,1,1,13,2
"593",1,0,40,31150,199.0042,1,0,1,1,11,5
"594",0,3,23,16213,0,0,0,1,0,4,12
"595",1,0,44,43681,160.4792,1,0,2,1,10,9
"596",0,0,25,25340,0,0,0,0,1,3,1
"597",0,2,41,31000,0,1,0,1,1,5,6
"598",0,7,32,27161,0,0,0,1,0,10,5
"599",1,0,42,40400,44.41333,0,0,0,1,6,0
"600",1,0,47,27495,492.2558,0,0,0,0,11,13
"601",1,0,28,30000,401.93,0,0,1,1,2,2
"602",1,0,31,31500,179.1783,1,0,1,1,9,2
"603",0,0,38,59700,0,1,0,1,1,19,0
"604",1,0,31,26000,182.1675,0,0,0,1,0,0
"605",0,0,48,84000,0,1,0,3,1,0,0
"606",1,0,22,19500,61.9525,0,0,0,0,4,3
"607",1,0,37,30000,80.82584,1,0,3,0,4,11
"608",1,0,24,28000,8.333333,1,0,0,1,3,1
"609",1,1,25,45500,169.0575,1,0,1,1,10,4
"610",1,0,21,19900,57.98083,0,0,2,1,5,1
"611",1,0,49,45000,203.1333,0,0,2,1,0,1
"612",0,0,36,40000,0,0,0,2,1,1,6
"613",1,0,39,35000,181.015,1,0,1,1,0,4
"614",0,1,28,21500,0,0,0,0,1,1,8
"615",0,0,23,16200,0,0,0,0,1,7,3
"616",1,0,31,35000,483.0608,0,0,1,0,0,1
"617",1,0,27,29000,15.94083,1,1,1,1,3,2
"618",1,0,39,34064,180.655,0,1,1,1,7,10
"619",1,0,25,40000,4.583333,0,1,2,1,4,4
"620",1,0,27,26000,1902,0,0,0,1,7,0
"621",1,0,25,20676,356.7817,0,0,0,1,17,0
"622",1,0,45,24000,0,0,0,0,1,11,3
"623",1,0,25,34200,24.575,0,0,0,1,0,0
"624",1,0,22,67000,302.2467,0,0,0,1,6,1
"625",1,0,40,54300,33.215,0,0,0,1,11,1
"626",1,0,24,16200,13.68583,0,0,0,0,4,1
"627",1,0,32,24192,116.3525,0,0,0,1,7,2
"628",1,0,25,34000,144.3975,0,0,0,1,8,1
"629",1,0,47,36000,113.75,1,1,2,1,12,10
"630",1,0,27,25000,184.9433,0,0,0,1,8,1
"631",1,0,50,17500,15.3325,1,0,1,1,3,3
"632",1,0,32,25000,113.1808,0,0,0,1,5,1
"633",1,0,35,45000,37.58333,1,0,3,1,3,12
"634",0,1,26,24660,0,1,0,0,1,20,1
"635",1,0,21,27000,156.9,0,0,1,1,10,3
"636",0,0,34,24000,0,0,0,0,1,2,2
"637",1,0,50,69000,349.2017,1,0,3,0,0,13
"638",1,0,41,48000,615.1208,1,0,3,1,17,10
"639",1,0,21,19200,208.0833,0,0,0,1,6,7
"640",1,0,40,28000,88.73917,0,0,3,0,0,2
"641",1,0,25,16949,34.52083,0,0,0,0,16,0
"642",1,0,29,35000,366.745,0,0,0,1,0,2
"643",1,1,40,22500,44,0,0,0,1,10,7
"644",0,2,31,23150,0,0,0,1,1,8,1
"645",1,0,31,40000,299.8858,1,0,1,0,6,3
"646",1,0,40,45000,359.1225,0,0,5,1,0,0
"647",1,0,23,31782,246.5708,0,0,0,1,3,1
"648",1,0,23,30000,63.99166,0,0,0,1,0,0
"649",1,0,31,30000,51.645,1,0,2,0,12,4
"650",0,0,25,20000,0,0,0,0,0,6,1
"651",1,0,36,35000,633.4133,1,0,0,1,17,8
"652",0,0,29,25800,0,1,0,0,1,11,3
"653",1,0,46,119999,200.4933,1,1,1,1,6,2
"654",0,0,23,14340,0,1,0,0,1,6,1
"655",1,0,39,36800,59.61917,1,0,3,1,11,4
"656",0,0,24,25500,0,1,0,2,1,0,2
"657",0,4,37,35000,0,1,0,2,1,9,1
"658",1,0,28,23000,315.2017,1,0,1,0,4,1
"659",1,0,26,31894,258.2908,0,0,0,1,11,1
"660",1,0,26,23500,0,0,0,0,1,11,3
"661",0,4,26,19700,0,0,0,0,1,6,1
"662",1,0,41,36000,457.4875,1,0,3,1,10,6
"663",0,1,39,32000,0,0,0,2,1,6,1
"664",1,0,35,20000,4.583333,1,0,2,1,6,3
"665",1,0,32,28500,745.0383,1,0,2,1,11,2
"666",1,0,24,30950,180.1775,1,0,1,1,23,1
"667",1,0,25,15000,111.8392,1,0,1,1,19,1
"668",1,0,57,48000,613.6425,1,0,0,1,4,12
"669",1,0,24,26000,333.6117,0,0,0,1,0,0
"670",1,0,23,28500,207.7133,1,0,1,0,8,4
"671",1,0,28,33500,199.3692,1,0,0,1,2,2
"672",1,0,33,18142,81.435,1,0,0,1,22,1
"673",1,0,35,36000,116.315,1,1,4,1,8,4
"674",0,0,31,15150,0,0,0,2,1,0,2
"675",1,0,25,24000,530.18,0,0,1,1,13,2
"676",0,0,39,30000,0,0,0,0,0,2,3
"677",0,7,37,35000,0,1,0,2,1,7,5
"678",1,0,30,30000,116.4492,1,0,1,1,8,1
"679",1,0,35,23400,357.5908,1,0,0,0,11,9
"680",1,0,25,21000,214.86,0,0,0,1,17,2
"681",1,0,22,16000,200.5867,1,0,0,1,3,2
"682",1,0,27,22160,56.46333,0,0,0,1,2,1
"683",1,0,32,36500,17.66667,1,0,2,1,17,2
"684",0,6,39,32000,0,0,0,0,1,7,7
"685",0,0,31,26000,0,0,0,0,0,0,0
"686",1,1,60,61000,479.4367,1,0,1,1,14,20
"687",0,2,36,30000,0,0,0,0,1,16,6
"688",1,0,37,45000,308.925,1,0,0,1,16,5
"689",1,0,29,21840,144.6417,1,0,0,1,14,0
"690",0,0,66,32500,0,1,0,3,1,13,25
"691",1,0,35,22000,244.6533,1,0,1,1,9,1
"692",1,0,74,28065,38.83333,1,0,0,1,10,43
"693",1,0,28,24304,462.6558,1,0,2,1,17,2
"694",1,0,55,67000,214.9342,1,0,1,1,13,25
"695",0,1,38,40000,0,1,1,3,1,7,3
"696",0,0,38,51600,0,1,1,0,1,1,7
"697",1,0,40,51000,244.4233,1,0,3,1,15,11
"698",1,0,45,42000,135.1842,1,0,2,0,2,12
"699",1,0,31,56000,185.7383,1,0,0,0,8,0
"700",1,0,23,18600,413.5975,0,0,0,1,4,0
"701",0,0,27,16400,0,0,0,0,1,0,9
"702",1,0,52,68000,14.66667,0,0,0,0,5,3
"703",1,0,23,18468,16.91333,0,0,0,1,4,4
"704",0,0,22,18000,0,0,0,2,1,0,0
"705",0,1,37,30000,0,1,0,1,1,16,1
"706",1,0,36,22000,20.33333,1,0,0,1,0,6
"707",0,1,23,18000,0,0,0,0,1,2,0
"708",1,0,32,26000,5.583333,0,0,0,1,21,7
"709",0,0,27,20000,0,0,0,0,1,4,2
"710",1,0,38,50000,238.365,1,0,3,1,0,1
"711",1,0,29,42200,300.9942,1,0,1,1,3,2
"712",1,0,38,40188,552.3417,0,0,3,0,3,8
"713",1,0,26,30000,113.5892,0,0,0,1,8,2
"714",1,0,22,31532,99.91666,0,0,0,0,3,1
"715",1,0,24,28000,147.3333,0,0,0,1,8,5
"716",1,0,30,28600,480.3233,0,0,0,1,1,4
"717",1,0,23,20400,304.895,0,0,0,1,9,1
"718",1,0,34,35000,63.45667,1,0,0,1,8,1
"719",1,0,65,71250,149.7,1,0,1,1,8,20
"720",0,0,24,25000,0,0,0,0,0,0,3
"721",1,0,24,33000,166.0592,0,0,0,1,5,0
"722",1,0,37,22000,148.19,0,0,1,1,4,1
"723",1,1,38,32000,121.2208,1,0,1,0,12,7
"724",1,0,22,40000,160.0283,1,0,0,1,4,2
"725",1,0,38,55689,201.4825,0,0,3,1,7,2
"726",1,0,37,70000,59.11917,1,0,3,1,5,2
"727",0,1,26,23000,0,0,0,0,1,3,6
"728",1,0,22,55000,356.8792,0,0,0,1,0,4
"729",1,1,41,25000,159.1958,0,1,2,0,3,11
"730",0,1,41,25000,0,1,0,1,1,8,8
"731",1,0,25,80000,112.8783,1,0,2,1,0,2
"732",1,0,24,18300,108.9775,0,0,1,0,10,1
"733",1,0,27,29000,91.6875,0,0,0,0,3,1
"734",0,3,39,47000,0,1,0,3,1,8,3
"735",0,2,23,17250,0,0,0,0,0,5,17
"736",0,0,37,15548,0,0,0,1,1,0,3
"737",1,0,42,38200,462.0208,0,0,2,1,2,3
"738",1,0,52,24000,138.5692,0,1,1,1,2,8
"739",1,0,32,24000,373.4167,0,0,1,0,1,4
"740",1,0,36,30000,304.6225,0,0,1,1,5,15
"741",1,0,21,16000,385.775,0,0,0,1,3,16
"742",1,0,42,26800,319.43,0,0,1,1,0,7
"743",1,0,32,63000,465.9383,0,1,4,1,7,5
"744",1,0,24,16000,59.78667,0,0,0,1,2,4
"745",1,0,32,26000,170.4625,0,0,1,0,3,6
"746",1,0,29,21000,242.195,0,0,2,1,7,2
"747",0,1,28,19324,0,0,0,2,1,4,6
"748",1,0,23,25000,478.7125,1,0,0,1,4,1
"749",0,1,45,18000,0,0,1,0,1,2,5
"750",1,0,31,35600,98.345,0,0,0,1,9,6
"751",1,0,25,34000,301.0175,0,0,0,1,7,1
"752",1,0,28,25500,509.0542,0,0,1,1,3,8
"753",1,0,47,49200,183.8983,1,1,1,1,14,24
"754",1,0,26,39000,46.52333,0,0,0,1,13,2
"755",1,0,37,52000,256.1867,0,0,0,0,0,1
"756",1,0,54,90000,470.9733,1,0,3,1,6,12
"757",1,0,35,60000,2291.174,0,0,2,1,0,1
"758",1,0,36,75000,128.4267,1,0,4,1,12,2
"759",1,0,44,90000,1949.862,0,0,2,1,7,0
"760",1,0,20,21000,269.1533,0,0,1,0,6,2
"761",1,0,24,30000,41.48167,0,0,3,1,3,2
"762",1,0,28,26000,79.36083,0,0,0,1,5,14
"763",1,0,55,54800,612.8633,1,0,1,1,4,12
"764",1,0,40,82000,192.4508,1,0,3,1,15,14
"765",1,1,33,25000,327.7367,0,0,0,1,3,12
"766",1,0,28,30000,177.6158,1,0,0,1,0,2
"767",1,0,36,65000,365.9058,1,0,0,1,0,0
"768",1,1,57,75720,41.33333,1,1,2,1,18,3
"769",1,1,28,20000,86.14833,0,0,1,1,2,5
"770",0,3,31,32500,0,0,0,1,1,7,6
"771",0,2,24,30000,0,0,0,0,1,4,2
"772",1,0,41,70000,376.765,0,0,3,1,2,0
"773",0,7,33,75000,0,0,0,0,1,8,2
"774",1,0,38,38000,189.1767,1,0,0,1,6,2
"775",1,0,26,37000,260.1208,1,0,0,1,6,20
"776",1,0,33,34000,406.9792,1,0,1,1,7,3
"777",0,1,28,28500,0,0,0,0,0,7,5
"778",1,0,28,26000,118.7217,0,0,0,1,4,3
"779",1,0,22,15660,91.7325,0,0,0,1,1,2
"780",1,0,24,18000,200.2375,1,0,0,1,5,13
"781",1,0,39,31000,438.3667,1,0,2,1,3,2
"782",0,0,25,15000,0,0,1,4,0,1,4
"783",1,1,19,21900,621.66,0,0,0,1,2,5
"784",1,0,31,55000,324.705,1,0,3,1,7,0
"785",1,0,32,44000,148.0592,1,0,2,1,8,6
"786",1,0,33,30000,940.3925,1,0,2,1,4,8
"787",1,1,26,29500,325.85,0,0,0,1,5,2
"788",1,0,27,16000,30.54833,1,0,0,1,5,2
"789",1,0,22,20000,192.8183,0,0,0,1,8,1
"790",1,0,25,28542,324.0275,0,1,1,1,3,4
"791",1,0,27,22000,91.98917,0,0,0,1,8,4
"792",1,0,29,36500,267.3483,0,0,0,1,17,2
"793",0,9,35,17000,0,0,0,0,1,10,8
"794",1,0,57,16500,12.25,0,0,0,1,3,2
"795",1,0,52,26600,98.57916,1,0,3,1,0,19
"796",1,0,42,27500,43.20667,1,0,1,0,9,11
"797",1,0,39,15600,60.06667,0,0,0,1,3,2
"798",0,1,57,80000,0,1,0,0,1,7,34
"799",1,0,28,20272,187.1425,1,0,1,1,1,8
"800",1,0,38,40000,29.975,1,0,0,1,8,1
"801",1,0,55,67000,445.8058,1,0,0,1,0,3
"802",1,0,29,25000,374.0517,1,0,0,1,9,6
"803",1,0,20,30000,0,0,0,0,1,3,4
"804",1,0,25,32000,121.0558,0,0,0,1,6,0
"805",1,0,27,31800,240.8208,0,0,2,0,0,1
"806",1,0,28,32000,82.3425,1,0,0,1,9,2
"807",1,1,26,17305,131.5242,0,0,0,1,10,1
"808",1,0,26,24000,215.7392,0,0,0,1,18,12
"809",0,1,32,22500,0,0,0,1,0,13,4
"810",1,0,43,39495,517.2117,1,0,6,0,0,0
"811",1,0,35,30000,36.205,0,0,1,0,2,2
"812",1,0,28,26500,159.655,0,0,0,1,0,1
"813",0,5,28,22360,0,0,0,0,1,11,6
"814",1,0,39,47000,247.2992,1,0,4,1,10,1
"815",1,0,41,34800,21.715,0,0,0,1,22,2
"816",1,0,23,25500,16.25,0,0,1,1,0,0
"817",1,1,44,27700,100.3367,1,0,0,1,14,4
"818",1,0,48,31131,64.75584,0,0,0,1,16,1
"819",1,0,19,19680,103.9167,0,0,0,0,1,5
"820",1,1,21,18000,288.8017,0,0,0,1,8,16
"821",0,1,55,94000,0,1,0,1,0,2,8
"822",1,0,36,55000,58.60833,0,0,0,1,2,3
"823",0,0,24,15000,0,0,0,0,1,0,2
"824",1,0,25,27000,387.1742,0,0,1,1,4,2
"825",1,0,24,23500,136.0408,0,0,0,1,9,2
"826",1,0,40,46000,105.325,0,0,2,1,1,0
"827",1,0,32,109999,97.42416,0,0,0,1,0,1
"828",1,0,62,26545,229.4933,0,0,0,1,1,8
"829",1,1,36,73500,436.275,0,0,0,0,14,4
"830",1,0,23,32000,45.12417,0,0,0,1,0,1
"831",1,0,28,62000,355.9683,1,0,0,1,9,2
"832",1,1,38,32700,650.4375,0,0,2,1,3,1
"833",1,2,49,37000,442.4458,0,0,4,1,11,18
"834",1,0,51,17500,310.8417,0,0,0,1,1,3
"835",0,0,24,24250,0,0,1,2,1,1,11
"836",0,1,29,27000,0,0,0,1,0,1,29
"837",1,0,45,37000,426.8325,0,0,0,1,2,2
"838",1,0,32,32000,36.25,0,0,1,1,1,1
"839",1,0,32,31000,337.0583,0,0,1,1,3,4
"840",0,0,38,90000,0,0,0,0,1,0,11
"841",1,3,28,55000,1010.502,0,1,0,1,11,6
"842",0,0,36,41000,0,1,0,2,1,0,2
"843",1,0,38,30000,568.2433,1,0,0,1,2,4
"844",1,0,26,28000,461.9217,0,0,0,1,3,6
"845",1,0,42,51000,140.015,0,0,1,1,4,5
"846",1,0,35,70000,206.3817,0,1,6,1,3,5
"847",1,0,24,23040,719.5059,0,0,0,1,2,6
"848",1,0,32,23000,383.3117,0,0,1,1,6,5
"849",0,1,25,19000,0,0,0,1,0,4,1
"850",1,0,24,23000,265.6517,0,0,0,1,3,0
"851",0,1,23,15000,0,0,0,3,1,4,1
"852",1,0,26,23750,282.7258,0,1,1,1,1,10
"853",1,0,30,28000,383.5667,0,0,0,1,6,1
"854",1,0,27,25224,494.8875,0,0,1,1,3,8
"855",1,0,27,22000,12.65083,0,0,0,0,2,5
"856",1,0,32,32000,317.4642,0,0,0,1,1,2
"857",1,0,32,37000,9.741667,0,0,0,1,8,7
"858",1,0,46,18000,49.41667,0,0,1,1,2,14
"859",0,2,47,23500,0,0,0,0,1,4,13
"860",1,0,23,18200,821.8208,0,0,0,1,2,8
"861",1,0,42,55000,323.9517,0,0,0,1,4,8
"862",0,12,30,26000,0,0,0,0,1,14,19
"863",1,0,21,21500,476.3158,0,0,0,1,0,2
"864",1,0,37,38000,112.9942,1,0,3,1,4,6
"865",1,0,37,20000,44.46333,0,0,1,0,3,3
"866",1,2,27,24500,248.5058,0,0,0,1,15,0
"867",1,1,46,35000,319.7925,1,0,1,0,5,10
"868",1,0,26,28000,758.9391,0,0,0,1,7,0
"869",1,1,30,19900,412.9933,0,0,0,1,8,7
"870",0,0,28,20000,0,0,0,0,1,0,4
"871",1,0,21,21000,131.9892,1,0,0,1,5,16
"872",1,0,20,27900,52.48917,0,0,0,1,5,7
"873",1,0,23,23200,225.2692,0,0,0,1,8,0
"874",1,0,45,46000,298.0233,0,0,2,1,5,6
"875",0,1,26,20000,0,1,0,2,1,7,5
"876",1,0,30,30000,173.4675,0,0,1,1,1,5
"877",1,0,52,33280,79.685,1,0,1,1,3,20
"878",1,0,42,24752,138.5467,0,0,2,0,10,18
"879",1,0,23,43000,565.3292,0,0,0,1,11,1
"880",0,0,33,17700,0,0,0,0,1,1,8
"881",1,1,30,24500,220.8942,0,0,2,1,13,7
"882",1,0,20,18500,527.9417,1,0,0,1,2,8
"883",1,0,26,22300,104.7833,0,0,0,1,1,1
"884",0,0,22,25000,0,0,0,3,0,0,2
"885",1,3,33,35091,466.3475,0,0,0,1,9,2
"886",1,0,27,32875,88.8175,0,0,1,1,12,4
"887",1,0,28,42320,437.1342,0,1,0,1,5,2
"888",0,1,37,18500,0,0,0,2,1,2,16
"889",1,0,26,22000,114.2533,0,0,1,1,10,2
"890",0,0,42,35000,0,0,0,0,1,0,4
"891",1,0,24,30000,293.0417,0,0,0,1,0,1
"892",1,0,25,18000,683.9883,1,0,0,1,2,8
"893",1,0,26,17000,113.0992,0,0,1,1,8,2
"894",1,0,29,55000,288.3633,0,0,2,1,3,2
"895",1,0,41,25685,111.675,0,0,0,1,3,4
"896",0,2,59,35000,0,0,0,0,0,5,30
"897",1,0,37,25000,151.3367,0,0,0,1,2,1
"898",1,0,31,33026,4.583333,0,0,1,1,4,8
"899",1,0,30,22500,199.795,0,0,0,1,0,3
"900",1,1,32,1e+05,308.25,1,0,3,1,4,3
"901",1,0,26,29000,193.2933,0,0,0,1,0,0
"902",0,2,36,29500,0,0,0,1,1,3,6
"903",0,0,25,16000,0,0,0,0,1,0,8
"904",1,0,28,34000,59.85417,0,0,0,1,4,17
"905",0,4,22,21000,0,1,0,0,1,10,17
"906",1,0,28,32000,313.4333,0,0,0,1,2,2
"907",0,0,29,35000,0,0,0,6,1,2,0
"908",1,0,32,24700,195.0233,0,0,3,1,2,8
"909",1,0,28,26000,162.4458,0,0,2,1,6,5
"910",0,2,39,40248,0,0,0,1,1,4,7
"911",1,0,23,21000,314.4908,0,0,0,0,4,1
"912",1,0,30,19500,292.9483,0,0,0,1,10,4
"913",0,0,34,35995,0,0,0,4,1,0,1
"914",0,2,43,37000,0,0,0,4,0,3,7
"915",1,0,32,30000,533.6275,0,0,0,1,1,1
"916",1,0,32,45000,343.6542,0,0,0,1,4,4
"917",0,11,25,23000,0,0,0,0,1,12,2
"918",1,0,45,35000,397.0333,1,0,0,0,2,20
"919",1,0,25,21000,71.66666,1,0,0,1,5,4
"920",1,0,41,50000,503.5475,0,0,0,1,19,3
"921",1,0,40,24500,142.5142,0,0,0,1,0,15
"922",1,0,41,35000,8.333333,0,0,1,1,9,10
"923",1,0,24,25000,487.4817,0,0,0,0,1,1
"924",0,11,30,36000,0,0,0,0,1,16,9
"925",1,0,25,26560,352.8483,1,0,0,1,0,8
"926",0,0,28,25000,0,0,0,0,1,0,7
"927",0,0,28,20000,0,0,0,0,1,0,9
"928",1,0,25,35200,61.16667,0,0,0,1,3,1
"929",1,1,23,18769,553.1067,0,0,0,1,3,1
"930",1,0,21,22500,59.08916,0,0,0,1,1,1
"931",1,0,40,17123,132.4717,0,0,0,1,0,6
"932",1,0,26,40000,89.82667,0,0,0,0,5,5
"933",1,0,25,21600,36.33333,0,0,0,0,2,3
"934",1,2,40,33000,108.9767,0,0,1,1,14,5
"935",1,0,38,70000,64.56,1,0,3,1,5,8
"936",1,0,25,21000,192.64,0,0,0,1,8,0
"937",1,0,42,30000,131.7658,1,0,0,1,7,14
"938",1,1,24,35000,203.8917,0,0,0,1,11,5
"939",0,0,23,20700,0,0,0,0,1,0,0
"940",1,0,19,28000,390.1667,1,0,0,0,0,1
"941",1,0,57,50000,0,1,1,0,1,7,12
"942",1,0,34,21888,270.3683,0,0,0,1,7,1
"943",0,14,48,20000,0,1,0,1,1,15,10
"944",1,1,49,27000,0,0,1,0,1,3,10
"945",1,0,29,26900,352.1733,0,0,1,0,0,5
"946",1,1,41,37300,179.7708,1,0,1,1,7,13
"947",1,0,33,20000,156.0892,1,0,2,0,2,1
"948",1,0,44,43000,57.91583,1,0,3,1,9,13
"949",1,0,38,55000,205.5133,1,0,4,1,9,8
"950",1,0,37,59200,149.2992,1,0,2,1,7,4
"951",1,1,44,76000,310.7358,1,0,6,1,11,17
"952",1,0,18,28200,97.94,0,0,0,0,1,0
"953",1,0,25,22000,127.1183,1,0,0,0,1,19
"954",1,0,48,26611,220.7925,1,0,0,1,8,22
"955",0,3,32,75000,0,0,0,0,1,7,2
"956",1,0,33,40000,854.785,1,0,2,1,4,4
"957",1,0,32,65000,602.9208,1,0,2,1,6,1
"958",1,0,38,56000,436.2592,1,0,4,0,7,10
"959",0,0,20,21000,0,0,0,0,1,2,10
"960",1,0,35,45000,67.0975,1,0,1,1,0,1
"961",1,0,29,25100,94.26833,0,0,1,0,0,1
"962",1,2,46,100320,84.39083,1,0,2,1,15,11
"963",1,0,20,35000,175.4442,0,0,1,1,3,2
"964",1,0,23,35000,132.1292,0,1,0,1,3,1
"965",1,0,24,39000,305.8375,0,0,2,1,0,2
"966",1,0,18,25000,440.6908,0,0,0,0,1,0
"967",1,0,49,52000,634.8625,1,0,1,1,11,25
"968",0,0,48,15000,0,1,0,0,1,0,5
"969",1,0,49,99999,92.44167,1,0,4,0,12,18
"970",1,0,58,41000,286.57,1,0,3,1,15,10
"971",1,0,25,22000,121.0308,0,0,0,1,6,2
"972",1,0,26,43800,136.1242,1,0,5,1,6,2
"973",0,5,38,24852,0,0,0,2,1,10,2
"974",1,1,30,66000,510.09,1,0,0,1,14,2
"975",1,1,31,27400,42.31083,1,0,3,1,8,6
"976",1,1,59,27000,6.416667,1,0,0,1,8,21
"977",1,0,38,32618,7.083333,0,0,4,1,0,2
"978",1,0,46,58000,159.73,1,0,0,1,6,10
"979",1,0,26,25000,124.5033,0,0,0,0,0,0
"980",1,0,30,35000,1028.961,1,0,0,0,2,0
"981",0,0,80,15000,0,0,0,0,1,0,2
"982",0,0,26,17500,0,0,0,0,0,0,9
"983",0,5,40,44000,0,1,0,1,1,15,7
"984",1,0,42,47000,71.95917,1,1,3,1,2,12
"985",1,0,49,33000,111.6175,1,0,0,1,0,21
"986",1,0,44,58000,386.0525,1,0,4,1,16,2
"987",0,1,43,53200,0,1,0,5,1,7,9
"988",1,0,25,24000,62.50833,0,0,0,1,9,16
"989",1,0,44,32500,159.36,1,0,2,1,6,9
"990",1,0,24,30600,434.8775,0,0,0,1,0,0
